logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 58.1
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 59.9
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 59.9
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 59.9
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 59.9
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 59.9
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 59.9
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 59.9
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 59.9
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 56.0
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 62.5
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 71.1
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 71.1
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 71.5
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 71.8
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 71.8
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 71.8
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 71.8
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 48.7
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 53.8
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 64.3
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 66.4
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 66.8
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 70.4
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 70.4
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 70.8
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 70.8
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 80.9
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 87.0
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 87.0
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 49.8
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 88.0
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.4
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 54.2
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 88.5
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 58.5
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 88.5
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 88.5
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 59.9
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 88.5
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs32,accuracy: 88.5
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 63.2
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 63.2
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 63.2
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 85.8
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 63.2
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 86.3
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.4
logs_rte/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 63.2
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 86.3
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 86.8
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 89.0
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 47.3
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 89.0
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 47.3
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 89.2
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 62.5
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 89.2
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs32,accuracy: 89.2
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 69.7
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 73.6
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.4
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 83.8
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 73.6
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 87.0
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 73.6
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 73.6
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 87.0
logs_rte/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 73.6
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 88.5
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 88.5
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 88.5
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 47.7
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 88.5
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 89.0
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 51.6
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.8
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs32,accuracy: 89.0
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 53.4
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 55.6
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 62.1
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 85.5
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 62.1
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 85.5
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 62.1
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 85.5
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 62.5
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 88.2
logs_rte/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 62.5
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.8
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 88.2
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.8
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 86.0
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 87.3
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 87.3
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 88.7
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 89.5
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.8
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 89.5
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 89.5
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 89.5
logs_mrpc/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 89.5
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.8
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 86.5
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 87.5
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 89.2
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 89.7
logs_sst2/rstepsfp135k_dct6_50_lr15_s321_bs32,accuracy: 94.8
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 90.0
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 90.0
logs_mrpc/rstepsfp135k_dct6_50_lr35_s666_bs16,accuracy: 90.2
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 93.3
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 93.9
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 93.9
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 93.9
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 82.6
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 89.5
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 89.5
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 89.5
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 89.5
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 89.5
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 89.5
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 94.2
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 90.0
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 90.9
logs_qqp/rstepsfp135k_dct6_50_lr25_s42_bs32,accuracy: 89.8
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 94.2
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 94.2
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 94.2
logs_sst2/rstepsfp135k_dct6_50_lr25_s321_bs32,accuracy: 94.2
logs_qqp/rstepsfp135k_dct6_50_lr25_s42_bs32,accuracy: 90.8
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 93.6
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 94.5
logs_qqp/rstepsfp135k_dct6_50_lr25_s42_bs32,accuracy: 91.3
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 94.6
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 94.7
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 94.7
logs_qqp/rstepsfp135k_dct6_50_lr25_s42_bs32,accuracy: 91.3
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 94.7
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 94.7
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 94.7
logs_qqp/rstepsfp135k_dct6_50_lr25_s42_bs32,accuracy: 91.4
logs_sst2/rstepsfp135k_dct6_50_lr15_s666_bs16,accuracy: 94.7
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 83.6
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 86.0
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 86.0
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 87.7
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 87.7
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 87.7
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr75_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 84.3
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 88.0
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 88.0
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 89.0
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 89.0
logs_sst2/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 93.6
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 90.0
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 90.0
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 90.0
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 90.0
logs_qqp/rstepsfp135k_dct6_50_lr25_s42_bs32,accuracy: 91.5
logs_sst2/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 93.6
logs_sst2/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 93.7
logs_sst2/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 93.7
logs_qqp/rstepsfp135k_dct6_50_lr25_s42_bs32,accuracy: 91.5
logs_sst2/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 93.7
logs_sst2/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 94.3
logs_sst2/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 94.3
logs_qqp/rstepsfp135k_dct6_50_lr25_s42_bs32,accuracy: 91.6
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 84.8
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 86.8
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 86.8
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 87.5
logs_sst2/rstepsfp135k_dct6_50_lr25_s666_bs16,accuracy: 94.3
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 88.2
logs_mrpc/rstepsfp135k_dct6_50_lr55_s666_bs16,accuracy: 88.7
